,negative,text
976,-2,こんなんされたらさつがいするけど私なら マジで信じられん 
977,-2,子供欲しいと言う割に飼っている猫のトイレ掃除なども全くしないようで、そんなんで子供産まれてオムツ替えとかどうすんの？と訊いたら本人としては兄弟がいてオムツ替えには慣れているみたいに話していたらしいが 技術的に出来るかどうかと習慣的にこなせるかどうかは別なのでは、と思うなどした 
979,-1,鬼滅クラスターあるな 
980,-1,こんなん怖すぎて見れねえよ………… 
981,-1,女とは書いてないんだよな………… 
983,-2,泡ハンドソープ売ってねえキレそう 
984,-2,石鹸の匂いのやつだけ大容量のが売ってたので買った……匂い付きの泡ハンドソープ使うのが趣味なのに 
985,-2,多分私誇張なしに1日20回くらいはハンドソープ使って手洗うんですけどそれでも2回分の詰め替え用2個もあれば半年はもつので必要以上の買い占めやめてほしい 
987,-1,キムチとにんにく買いに行ったんだけどにんにくの棚結構スカスカだったしキムチなんて『新型コロナウイルスの影響で需要が拡大しており』なんてしっかり貼り紙出されていた やっぱりみんなこんなに引き篭れる機会ないから家でにんにくキムパテロやってんのかな 
990,-1,スペイン産にんにく辛すぎて泣いてる 
991,-1,本当に涙出る 
992,-1,ヒッ 
993,-1,Twitterで改行と句点使うのなんか気持ち悪いんよな 
997,-1,ビビやめちゃったんか………… 
999,-2,あと『男は』キュンキュンするって主語がでかいのも オジサンはキュンキュンするんだよ〜なら問題なかったまである 
1000,-2,いやしかし化粧に無駄金使って云々言われたらその場でビンタしてしまうな 
1003,-1,いやそんなん1度も言われたことねえわ 
1004,-1,お腹減るけど食べたいものがない…… 
1009,-1,トランプ…………… 
1011,-2,2日かけて作ったデータが今朝飛んでて午前中かけて修復してたらそれも飛んだから死にそうになってる 
1012,-2,鬱……………………………………………… 
1013,-2,完全に自〇じゃんこれ…………… 
1014,-2,てか花ちゃんがSNSでそんな粘着叩きに遭ってるの知らんかったな 
1016,-2,またデータが消えた　死 
1017,-1,なんかいろいろ察するものがあったけどあっやっぱりあの人かってなった 
1018,-1,う〜〜〜ん何がダメなんだろう　ドライブDに入れてるのがよくないのかな 
1019,-2,こんな何度もクラッシュすると心折れる 
1022,-2,雨降ってんのにクレベリン首から提げてる人いるんだけど…………
1023,-1,放置場所で喧嘩になるってすごいな ヤ〇ザかな
1024,-1,キャラ放置なんて誰にも迷惑かからんやん
1029,-1,ひとつの言い方で複数の意味がある言葉を使う時、自分の意図しない方で受け取られた場合ってそれは想定の範囲内じゃない？すみません自分の言い方が悪かったです、こういう意図ですって説明すれば良いだけだと思うんだけど
1030,-1,文脈で判断できかねることもままあると思うよこういうのは ネトゲとか特に丁寧さも大切だけど平易な言葉を使う方がトラブルがなくて良い 色んな層がいるので
1031,-1,例えばその言葉を使われて別の意味があることを知らないとしても、状況を鑑みていや常識的に考えてこの意味で使うことは有り得ないからもしかして自分の知らない言い回しがあるのかもしれないという想定が出来ればもう御の字と思う。別の意味での言い回しを知らないことを責めようとは思わない
1034,-1,酸味の聞いたキムチになかなか出会えない…
1035,-2,郵便局行かなきゃいから開店と同時に行ってやるぜ〜と思ったらコロナの影響で開店時間1時間遅れてた。スーパーで冷麺6食分買って帰るただのババアになってしまった。また外に出るのは億劫
1037,-1,医師でもないのに治療家って表現は法律的にどうなんだろ……
1046,-1,ネトゲイキリオタクの事じゃん
1051,-1,ストッキングは正装という文化が無くなるかストッキングが破けなくなるかストッキングに自己修復機能が実装されて欲しい世の中だった
1055,-1,職場変わったからイッヌたぴ最寄りじゃなくなってしまったなだモ……………
1059,-1,先週1週間で3箇所蚊に刺されていてQoLがおわっとる
1061,-1,なんか今外で歩くとみんなヮィャレスイヤホホ付けてるからヮィャレスジャナイデスイヤンホホイつけるの恥ずかしくてつけられない
1068,-1,完全に電車に酔った
1069,-1,プシってんな
1083,-1,ブッッッッッッッッッッッッッッさ
1084,-1,勘弁してくれや
1085,-1,腹を下している
1087,-1,性転換アプリ、自分を男性化すると父親そっくりになってなんとも言えない気持ちになる
1088,-1,一重男性が好きなのやっぱりこういう影響もあるんだろうなみたいな
1089,-1,別にヤラセでもええやん………
1090,-1,無課金厨地獄ワロタ
1092,-1,え、直球すぎると逆張りしませんか？あたしは好きな人は親友にも隠すので逆張りしちゃいます。女の敵は女なので。いやつまりそういうことか。
1097,-1,帰って寝たい
1098,-1,午前中まではマジでこの世の終わりみたいな体調だったけど15時くらいから復活した
1099,-1,首の後ろバカ腫れて痛い
1102,-2,直結厨により被害者ばかりが増える構図、基本的に彼らは行動変容を相手に促すばかりで自分自身が魅力的な人間になろうという努力が1ミリもないんですね。だから1人上手くいなかったら次々代理を立てていく。フラストレーション溜まると自分は正しいと思っているから相手にぶつけるんすよ
1110,-1,３億年間右目の異物感に苦しんでいる(実際は3日間)
1115,-1,キレそうなのだ…w
1116,-1,辞めようぜ無意味業務で給料泥棒するの
1117,-1,ツカレッティ
1118,-1,ハゲそう
1119,-2,住民税………
1120,-1,腹がいてえな
1121,-1,おなかすいたなも…
1123,-2,ガン患っても喫煙止めない人、全麻リスク高すぎるので禁煙してくださいとか言われてんのに誰に何を言われようとそれでもタバコはやめないって、自己負担1割で手術受けておいてタバコ税納税してますとか言われてもなって感じ
1124,-2,喘息で病院かかってるのにタバコやめないのはどうしたって矛盾してるからどっちか辞めなよって思うわ
1125,-2,タバコは肺がんだけじゃねえんだよなあ
1133,-1,資生堂肌に合わないと言いつつ面白そうな商品出すから毎回釣られてはクソデカニキビ作ってる
1134,-1,マジョマジョの洗顔後これ一本的なオールインワン下地もいやこれそんなに良いか？ってなったしスノビュの粉は肌に合うからと思って美容液のやつ買ったら荒れるしMAQuillAGEのクチコミ良かったファンデもダメダメね 私には絶望的に合わない
