,3class
2835,-1
2836,-1
2837,1
2838,1
2839,1
2840,-1
2841,1
2842,1
2843,-1
2844,-1
2845,1
2846,-1
2847,0
2848,1
2849,1
2850,-1
2851,0
2852,-1
2853,-1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,0
2861,1
2862,1
2863,1
2864,-1
2865,1
2866,-1
2867,1
2868,-1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,-1
2875,1
2876,-1
2877,0
2878,1
2879,-1
2880,1
2881,-1
2882,0
2883,1
2884,1
2885,1
2886,1
2887,1
2888,1
2889,-1
2890,1
2891,0
2892,1
2893,1
2894,-1
2895,0
2896,-1
2897,1
2898,1
2899,1
2900,1
2901,1
2902,1
2903,0
2904,1
2905,1
2906,1
2907,-1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,1
2919,-1
2920,-1
2921,1
2922,1
2923,1
2924,1
2925,-1
2926,1
2927,1
2928,1
2929,0
2930,1
2931,1
2932,1
2933,1
2934,1
2935,1
2936,1
2937,1
2938,1
2939,1
2940,-1
2941,1
2942,1
2943,-1
2944,-1
2945,1
2946,-1
2947,0
2948,1
2949,-1
2950,1
2951,1
2952,-1
2953,-1
2954,1
2955,1
2956,-1
2957,1
2958,1
2959,-1
2960,1
2961,1
2962,-1
2963,0
2964,1
2965,1
2966,1
2967,1
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,-1
2978,1
2979,-1
2980,1
2981,0
2982,1
2983,1
2984,1
2985,-1
2986,1
2987,-1
2988,1
2989,1
2990,1
2991,1
2992,1
2993,-1
2994,1
2995,1
2996,1
2997,1
2998,1
2999,1
3000,-1
3001,-1
3002,0
3003,-1
3004,-1
3005,1
3006,1
3007,0
3008,0
3009,0
3010,-1
3011,-1
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,1
3022,1
3023,1
3024,0
3025,0
3026,0
3027,0
3028,-1
3029,0
3030,0
3031,-1
3032,1
3033,-1
3034,-1
3035,1
3036,0
3037,-1
3038,-1
3039,0
3040,0
3041,1
3042,1
3043,-1
3044,0
3045,0
3046,0
3047,0
3048,0
3049,-1
3050,-1
3051,-1
3052,1
3053,0
3054,-1
3055,-1
3056,-1
3057,1
3058,0
3059,0
3060,0
3061,-1
3062,1
3063,0
3064,1
3065,1
3066,1
3067,0
3068,0
3069,0
3070,0
3071,1
3072,-1
3073,-1
3074,0
3075,0
3076,0
3077,-1
3078,-1
3079,-1
3080,0
3081,-1
3082,-1
3083,-1
3084,0
3085,1
3086,1
3087,0
3088,0
3089,0
3090,1
3091,0
3092,1
3093,0
3094,0
3095,-1
3096,1
3097,1
3098,0
3099,1
3100,0
3101,0
3102,0
3103,1
3104,1
3105,-1
3106,-1
3107,1
3108,0
3109,-1
3110,0
3111,0
3112,0
3113,0
3114,1
3115,0
3116,-1
3117,-1
3118,0
3119,-1
3120,-1
3121,1
3122,0
3123,1
3124,0
3125,1
3126,1
3127,0
3128,-1
3129,0
3130,0
3131,-1
3132,1
3133,0
3134,-1
3135,0
3136,1
3137,-1
3138,0
3139,0
3140,-1
3141,-1
3142,0
3143,0
3144,0
3145,1
3146,0
3147,0
3148,-1
3149,0
3150,0
3151,-1
3152,0
3153,1
3154,-1
3155,-1
3156,0
3157,-1
3158,0
3159,-1
3160,0
3161,0
3162,-1
3163,0
3164,0
3165,0
3166,0
3167,0
3168,1
3169,-1
3170,0
3171,-1
3172,0
3173,-1
3174,0
3175,0
3176,0
3177,-1
3178,-1
3179,0
3180,0
3181,1
3182,-1
3183,-1
3184,0
3185,-1
3186,0
3187,0
3188,0
3189,-1
3190,-1
3191,0
3192,0
3193,0
3194,-1
3195,0
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,1
3204,0
3205,0
3206,0
3207,0
3208,0
3209,0
3210,0
3211,0
3212,-1
3213,-1
3214,-1
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,-1
3223,-1
3224,0
3225,0
3226,0
3227,-1
3228,-1
3229,-1
3230,0
3231,-1
3232,-1
3233,1
3234,-1
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,-1
3243,0
3244,0
3245,0
3246,0
3247,-1
3248,0
3249,-1
3250,-1
3251,-1
3252,0
3253,0
3254,0
3255,0
3256,0
3257,-1
3258,-1
3259,-1
3260,-1
3261,-1
3262,-1
3263,-1
3264,-1
3265,-1
3266,0
3267,-1
3268,0
3269,-1
3270,0
3271,0
3272,0
3273,0
3274,0
3275,0
3276,-1
3277,0
3278,-1
3279,-1
3280,-1
3281,0
3282,0
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,-1
3291,0
3292,0
3293,0
3294,0
3295,0
3296,-1
3297,0
3298,0
3299,-1
3300,-1
3301,0
3302,0
3303,-1
3304,0
3305,-1
3306,0
3307,-1
3308,-1
3309,0
3310,0
3311,1
3312,0
3313,0
3314,0
3315,0
3316,0
3317,1
3318,0
3319,1
3320,-1
3321,-1
3322,1
3323,0
3324,-1
3325,0
3326,-1
3327,-1
3328,1
3329,0
3330,-1
3331,-1
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,-1
3340,-1
3341,-1
3342,0
3343,0
3344,0
3345,0
3346,0
3347,0
3348,0
3349,0
3350,0
3351,0
3352,0
3353,0
3354,1
3355,-1
3356,0
3357,0
3358,0
3359,-1
3360,-1
3361,0
3362,0
3363,0
3364,-1
3365,-1
3366,0
3367,0
3368,0
3369,-1
3370,-1
3371,-1
3372,-1
3373,0
3374,-1
3375,-1
3376,0
3377,0
3378,0
3379,0
3380,0
3381,-1
3382,0
3383,-1
3384,-1
3385,-1
3386,-1
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,0
3394,0
3395,0
3396,0
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,0
3404,-1
3405,-1
3406,0
3407,0
3408,0
3409,1
3410,0
3411,1
3412,0
3413,0
3414,-1
3415,-1
3416,0
3417,0
3418,-1
3419,-1
3420,1
3421,1
3422,1
3423,0
3424,0
3425,1
3426,0
3427,1
3428,1
3429,0
3430,0
3431,0
3432,-1
3433,1
3434,1
3435,0
3436,0
3437,0
3438,1
3439,-1
3440,-1
3441,0
3442,0
3443,-1
3444,0
3445,0
3446,0
3447,0
3448,0
3449,-1
3450,-1
3451,0
3452,1
3453,-1
3454,0
3455,0
3456,-1
3457,0
3458,0
3459,1
3460,0
3461,0
3462,0
3463,-1
3464,0
3465,0
3466,-1
3467,1
3468,0
3469,0
3470,0
3471,0
3472,1
3473,0
3474,0
3475,0
3476,0
3477,0
3478,1
3479,0
3480,0
3481,0
3482,0
3483,0
3484,-1
3485,1
3486,0
3487,-1
3488,-1
3489,-1
3490,-1
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,-1
3502,-1
3503,0
3504,0
3505,0
3506,1
3507,0
3508,0
3509,0
3510,0
3511,-1
3512,0
3513,0
3514,-1
3515,0
3516,0
3517,1
3518,1
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,-1
3538,-1
3539,-1
3540,0
3541,0
3542,-1
3543,0
3544,-1
3545,-1
3546,-1
3547,0
3548,-1
3549,1
3550,0
3551,1
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,1
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,0
3570,1
3571,0
3572,1
3573,0
3574,1
3575,1
3576,1
3577,0
3578,0
3579,0
3580,0
3581,0
3582,-1
3583,0
3584,-1
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,-1
3593,-1
3594,-1
3595,-1
3596,0
3597,0
3598,0
3599,0
3600,1
3601,0
3602,1
3603,1
3604,0
3605,0
3606,-1
3607,0
3608,0
3609,0
3610,-1
3611,-1
3612,-1
3613,0
3614,0
3615,0
3616,0
3617,0
3618,-1
3619,0
3620,0
3621,-1
3622,0
3623,0
3624,0
3625,0
3626,0
3627,1
3628,0
3629,0
3630,0
3631,0
3632,-1
3633,0
3634,0
3635,1
3636,-1
3637,-1
3638,-1
3639,0
3640,0
3641,-1
3642,0
3643,0
3644,-1
3645,0
3646,1
3647,-1
3648,-1
3649,0
3650,0
3651,0
3652,1
3653,1
3654,0
3655,1
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0
3664,0
3665,0
3666,0
3667,-1
3668,-1
3669,-1
3670,0
3671,0
3672,-1
3673,0
3674,-1
3675,0
3676,-1
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,-1
3685,-1
3686,-1
3687,0
3688,0
3689,0
3690,0
3691,1
3692,-1
3693,0
3694,0
3695,-1
3696,0
3697,0
3698,1
3699,1
3700,1
3701,1
3702,0
3703,0
3704,0
3705,0
3706,0
3707,0
3708,-1
3709,-1
3710,0
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,-1
3719,0
3720,0
3721,0
3722,0
3723,1
3724,0
3725,0
3726,0
3727,-1
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,1
3738,0
3739,-1
3740,-1
3741,0
3742,0
3743,-1
3744,-1
3745,-1
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,-1
3756,0
3757,0
3758,0
3759,0
3760,-1
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,-1
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,-1
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,-1
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,0
3800,0
3801,1
3802,0
3803,1
3804,-1
3805,0
3806,-1
3807,0
3808,0
3809,0
3810,0
3811,0
3812,-1
3813,0
3814,0
3815,-1
3816,0
3817,0
3818,-1
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,-1
3836,0
3837,0
3838,0
3839,-1
3840,-1
3841,-1
3842,0
3843,0
3844,1
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0
3872,0
3873,0
3874,0
3875,0
3876,1
3877,1
3878,0
3879,1
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,-1
3897,-1
3898,-1
3899,0
3900,0
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,-1
3914,-1
3915,0
3916,-1
3917,0
3918,0
3919,0
3920,0
3921,1
3922,0
3923,0
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,0
3945,-1
3946,1
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,-1
3961,-1
3962,-1
3963,-1
3964,0
3965,-1
3966,-1
3967,0
3968,1
3969,0
3970,0
3971,0
3972,0
3973,0
3974,0
3975,0
3976,0
3977,0
3978,0
3979,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,-1
4001,1
4002,-1
4003,0
4004,0
4005,0
4006,1
4007,-1
4008,1
4009,0
4010,1
4011,1
4012,-1
4013,1
4014,0
4015,0
4016,1
4017,1
4018,1
4019,0
4020,0
4021,1
4022,-1
4023,0
4024,-1
4025,-1
4026,1
4027,-1
4028,-1
4029,-1
4030,1
4031,0
4032,-1
4033,-1
4034,0
4035,1
4036,-1
4037,0
4038,0
4039,-1
4040,1
4041,1
4042,1
4043,1
4044,1
4045,-1
4046,1
4047,1
4048,1
4049,1
4050,0
4051,1
4052,0
4053,0
4054,-1
4055,1
4056,0
4057,-1
4058,-1
4059,-1
4060,-1
4061,0
4062,1
4063,1
4064,1
4065,1
4066,0
4067,0
4068,0
4069,1
4070,1
4071,1
4072,1
4073,1
4074,1
4075,0
4076,1
4077,1
4078,0
4079,-1
4080,-1
4081,-1
4082,-1
4083,-1
4084,-1
4085,1
4086,-1
4087,-1
4088,-1
4089,-1
4090,-1
4091,-1
4092,-1
4093,1
4094,-1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,1
4101,1
4102,0
4103,1
4104,0
4105,0
4106,1
4107,1
4108,0
4109,0
4110,0
4111,0
4112,-1
4113,1
4114,0
4115,1
4116,0
4117,1
4118,0
4119,1
4120,0
4121,0
4122,1
4123,1
4124,0
4125,0
4126,-1
4127,0
4128,-1
4129,-1
4130,-1
4131,-1
4132,1
4133,-1
4134,-1
4135,-1
4136,-1
4137,-1
4138,-1
4139,-1
4140,-1
4141,0
4142,-1
4143,1
4144,-1
4145,1
4146,0
4147,-1
4148,-1
4149,0
4150,-1
4151,-1
4152,-1
4153,0
4154,0
4155,0
4156,1
4157,1
4158,-1
4159,0
4160,1
4161,-1
4162,0
4163,1
4164,1
4165,0
4166,0
4167,1
4168,1
4169,0
4170,-1
4171,0
4172,0
4173,0
4174,0
4175,0
4176,-1
4177,-1
4178,-1
4179,-1
4180,-1
4181,0
4182,1
4183,1
4184,1
4185,-1
4186,0
4187,-1
4188,-1
4189,0
4190,0
4191,0
4192,0
4193,1
4194,1
4195,0
4196,-1
4197,0
4198,0
4199,0
4200,0
4201,-1
4202,-1
4203,0
4204,1
4205,1
4206,0
4207,0
4208,0
4209,-1
4210,1
4211,1
4212,0
4213,0
4214,0
4215,-1
4216,0
4217,1
4218,0
4219,0
4220,0
4221,0
4222,0
4223,1
4224,0
4225,0
4226,0
4227,1
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,1
4235,1
4236,1
4237,-1
4238,0
4239,1
4240,0
4241,-1
4242,1
4243,0
4244,0
4245,0
4246,1
4247,0
4248,1
4249,1
4250,0
4251,1
4252,0
4253,1
4254,1
4255,0
4256,1
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,-1
4265,-1
4266,1
4267,1
4268,0
4269,-1
4270,0
4271,1
4272,1
4273,0
4274,1
4275,1
4276,1
4277,1
4278,1
4279,1
4280,-1
4281,1
4282,0
4283,1
4284,0
4285,1
4286,0
4287,1
4288,0
4289,0
4290,0
4291,0
4292,1
4293,0
4294,-1
4295,-1
4296,0
4297,0
4298,0
4299,1
4300,0
4301,1
4302,1
4303,0
4304,0
4305,0
4306,-1
4307,-1
4308,-1
4309,-1
4310,1
4311,0
4312,-1
4313,1
4314,0
4315,1
4316,-1
4317,-1
4318,0
4319,0
4320,0
4321,1
4322,-1
4323,1
4324,-1
4325,-1
4326,1
4327,-1
4328,1
4329,0
4330,0
4331,-1
4332,1
4333,0
4334,1
4335,0
4336,1
4337,0
4338,-1
4339,-1
4340,-1
4341,-1
4342,-1
4343,1
4344,1
4345,0
4346,0
4347,1
4348,0
4349,-1
4350,-1
4351,0
4352,0
4353,1
4354,0
4355,1
4356,0
4357,1
4358,-1
4359,0
4360,0
4361,1
4362,0
4363,-1
4364,-1
4365,1
4366,-1
4367,-1
4368,-1
4369,0
4370,0
4371,1
4372,-1
4373,1
4374,0
4375,0
4376,0
4377,-1
4378,-1
4379,1
4380,1
4381,0
4382,1
4383,-1
4384,-1
4385,-1
4386,0
4387,0
4388,0
4389,-1
4390,0
4391,0
4392,-1
4393,-1
4394,1
4395,-1
4396,1
4397,0
4398,0
4399,0
4400,1
4401,0
4402,-1
4403,0
4404,0
4405,0
4406,0
4407,0
4408,0
4409,-1
4410,0
4411,0
4412,-1
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,1
4420,0
4421,0
4422,0
4423,-1
4424,-1
4425,1
4426,1
4427,0
4428,-1
4429,0
4430,1
4431,1
4432,1
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,1
4445,0
4446,0
4447,0
4448,1
4449,-1
4450,1
4451,-1
4452,-1
4453,-1
4454,0
4455,0
4456,0
4457,1
4458,-1
4459,1
4460,-1
4461,-1
4462,1
4463,1
4464,0
4465,-1
4466,0
4467,0
4468,0
4469,0
4470,-1
4471,0
4472,1
4473,-1
4474,1
4475,1
4476,0
4477,-1
4478,1
4479,0
4480,-1
4481,0
4482,-1
4483,0
4484,0
4485,0
4486,0
4487,1
4488,0
4489,0
4490,0
4491,1
4492,1
4493,-1
4494,-1
4495,1
4496,1
4497,1
4498,1
4499,0
4500,1
4501,0
4502,1
4503,0
4504,1
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4511,0
4512,1
4513,1
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,1
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,0
4531,0
4532,1
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,1
4542,-1
4543,1
4544,-1
4545,-1
4546,-1
4547,0
4548,-1
4549,0
4550,0
4551,0
4552,1
4553,1
4554,0
4555,0
4556,0
4557,-1
4558,-1
4559,-1
4560,-1
4561,-1
4562,-1
4563,-1
4564,-1
4565,0
4566,-1
4567,0
4568,-1
4569,-1
4570,0
4571,0
4572,0
4573,0
4574,-1
4575,-1
4576,1
4577,0
4578,1
4579,0
4580,-1
4581,-1
4582,-1
4583,-1
4584,0
4585,1
4586,-1
4587,1
4588,0
4589,1
4590,-1
4591,-1
4592,-1
4593,1
4594,1
4595,0
4596,1
4597,-1
4598,0
4599,-1
4600,-1
4601,1
4602,0
4603,0
4604,1
4605,0
4606,0
4607,0
4608,-1
4609,1
4610,-1
4611,1
4612,1
4613,0
4614,0
4615,0
4616,0
4617,0
4618,0
4619,0
4620,0
4621,-1
4622,-1
4623,0
4624,0
4625,0
4626,0
4627,0
4628,0
4629,1
4630,-1
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,1
4643,1
4644,0
4645,0
4646,0
4647,0
4648,0
4649,-1
4650,-1
4651,-1
4652,-1
4653,-1
4654,-1
4655,-1
4656,-1
4657,-1
4658,-1
4659,-1
4660,0
4661,-1
4662,-1
4663,-1
4664,-1
4665,-1
4666,0
4667,-1
4668,1
4669,1
4670,1
4671,0
4672,0
4673,0
4674,-1
4675,0
4676,0
4677,0
4678,-1
4679,-1
4680,-1
4681,-1
4682,-1
4683,0
4684,0
4685,-1
4686,-1
4687,-1
4688,-1
4689,-1
4690,-1
4691,-1
4692,-1
4693,-1
4694,0
4695,0
4696,1
4697,1
4698,1
4699,0
4700,0
4701,0
4702,0
4703,0
4704,1
4705,1
4706,1
4707,1
4708,-1
4709,0
4710,1
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,1
4718,0
4719,-1
4720,0
4721,0
4722,0
4723,1
4724,1
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,1
4732,-1
4733,-1
4734,0
4735,0
4736,0
4737,0
4738,-1
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,0
4748,0
4749,0
4750,-1
4751,0
4752,0
4753,0
4754,0
4755,-1
4756,0
4757,0
4758,0
4759,0
4760,0
4761,0
4762,1
4763,1
4764,1
4765,-1
4766,-1
4767,0
4768,0
4769,0
4770,-1
4771,-1
4772,0
4773,-1
4774,0
4775,0
4776,0
4777,0
4778,1
4779,1
4780,0
4781,0
4782,0
4783,0
4784,0
4785,-1
4786,0
4787,0
4788,0
4789,0
4790,-1
4791,-1
4792,0
4793,-1
4794,0
4795,-1
4796,0
4797,0
4798,0
4799,0
4800,0
4801,1
4802,0
4803,0
4804,-1
4805,0
4806,0
4807,-1
4808,0
4809,0
4810,0
4811,0
4812,1
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,-1
4823,-1
4824,-1
4825,-1
4826,-1
4827,1
4828,-1
4829,0
4830,0
4831,0
4832,-1
4833,0
4834,0
4835,0
4836,0
4837,0
4838,0
4839,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,-1
4848,0
4849,0
4850,-1
4851,0
4852,-1
4853,-1
4854,-1
4855,0
4856,0
4857,0
4858,1
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,-1
4866,-1
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,-1
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,-1
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,-1
4891,-1
4892,-1
4893,0
4894,0
4895,0
4896,0
4897,1
4898,-1
4899,-1
4900,-1
4901,0
4902,0
4903,1
4904,1
4905,0
4906,0
4907,1
4908,-1
4909,0
4910,-1
4911,0
4912,1
4913,-1
4914,-1
4915,1
4916,0
4917,0
4918,1
4919,0
4920,0
4921,-1
4922,1
4923,-1
4924,-1
4925,0
4926,0
4927,0
4928,-1
4929,-1
4930,0
4931,0
4932,1
4933,-1
4934,1
4935,0
4936,0
4937,0
4938,0
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,-1
4946,0
4947,0
4948,0
4949,-1
4950,-1
4951,0
4952,0
4953,0
4954,1
4955,-1
4956,0
4957,0
4958,0
4959,-1
4960,1
4961,-1
4962,0
4963,-1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,0
4970,0
4971,1
4972,0
4973,0
4974,-1
4975,-1
4976,0
4977,-1
4978,-1
4979,0
4980,0
4981,0
4982,0
4983,1
4984,1
4985,1
4986,1
4987,-1
4988,0
4989,-1
4990,-1
4991,-1
4992,1
4993,1
4994,1
4995,1
4996,0
4997,0
4998,1
4999,1
5000,1
5001,-1
5002,0
5003,1
5004,1
5005,1
5006,1
5007,1
5008,-1
5009,1
5010,-1
5011,1
5012,0
5013,0
5014,0
5015,-1
5016,0
5017,0
5018,1
5019,-1
5020,-1
5021,1
5022,0
5023,0
5024,0
5025,0
5026,0
5027,1
5028,1
5029,0
5030,0
5031,-1
5032,1
5033,0
5034,0
5035,1
5036,0
5037,-1
5038,0
5039,-1
5040,-1
5041,0
5042,0
5043,1
5044,-1
5045,-1
5046,1
5047,1
5048,1
5049,1
5050,1
5051,1
5052,1
5053,1
5054,1
5055,1
5056,-1
5057,0
5058,-1
5059,-1
5060,1
5061,1
5062,1
5063,-1
5064,1
5065,1
5066,1
5067,1
5068,0
5069,1
5070,1
5071,-1
5072,0
5073,0
5074,0
5075,1
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,0
5099,0
5100,0
5101,0
5102,0
5103,0
5104,1
5105,1
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,1
5113,0
5114,0
5115,0
5116,1
5117,1
5118,0
5119,-1
5120,1
5121,1
5122,1
5123,1
5124,1
5125,-1
5126,1
5127,1
5128,1
5129,0
5130,0
5131,1
5132,1
5133,1
5134,0
5135,0
5136,-1
5137,1
5138,0
5139,1
5140,-1
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,0
5148,1
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,1
5156,0
5157,-1
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,0
5166,0
5167,1
5168,0
5169,-1
5170,1
5171,0
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,1
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,-1
5188,1
5189,0
5190,-1
5191,1
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,1
5200,0
5201,0
5202,0
5203,1
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,1
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,1
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,1
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,0
5250,0
5251,0
5252,0
5253,1
5254,0
5255,0
5256,-1
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,1
5270,0
5271,0
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,0
5291,-1
5292,-1
5293,0
5294,0
5295,0
5296,0
5297,0
5298,0
5299,0
5300,0
5301,-1
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0
5308,0
5309,0
5310,-1
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,0
5323,0
5324,-1
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,0
5341,0
5342,0
5343,1
5344,0
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0
5359,1
5360,-1
5361,-1
5362,-1
5363,-1
5364,-1
5365,-1
5366,-1
5367,1
5368,-1
5369,-1
5370,-1
5371,-1
5372,-1
5373,-1
5374,-1
5375,-1
5376,-1
5377,0
5378,0
5379,0
5380,0
5381,0
5382,1
5383,1
5384,-1
5385,0
5386,0
5387,0
5388,1
5389,0
5390,-1
5391,0
5392,-1
5393,0
5394,-1
5395,-1
5396,-1
5397,-1
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,1
5418,0
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,1
5454,0
5455,0
5456,0
5457,0
5458,1
5459,0
5460,0
5461,1
5462,1
5463,0
5464,0
5465,0
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,1
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,0
5485,0
5486,-1
5487,0
5488,0
5489,0
5490,1
5491,1
5492,0
5493,0
5494,1
5495,0
5496,1
5497,1
5498,1
5499,1
5500,-1
5501,-1
5502,1
5503,1
5504,1
5505,-1
5506,1
5507,0
5508,1
5509,0
5510,-1
5511,-1
5512,-1
5513,-1
5514,-1
